timestamp,status,response
2025-11-08T06:08:44.072397+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997872710227966,""env"":1.0,""circadian"":0.7,""p_stress"":0.00021275041217450052}}"
2025-11-08T06:08:46.119032+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9995313286781311,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004686496395152062}}"
2025-11-08T06:08:48.180535+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9995037317276001,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004962957464158535}}"
2025-11-08T06:08:50.204849+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997895359992981,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002104775485349819}}"
2025-11-08T06:08:52.270038+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998143315315247,""env"":1.0,""circadian"":0.7,""p_stress"":0.0001856839080573991}}"
2025-11-08T06:08:54.309118+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9996002316474915,""env"":1.0,""circadian"":0.7,""p_stress"":0.00039977431879378855}}"
2025-11-08T06:08:56.343158+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997203350067139,""env"":1.0,""circadian"":0.7,""p_stress"":0.00027964121545664966}}"
2025-11-08T06:08:58.384695+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998704195022583,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012957598664797843}}"
2025-11-08T06:09:00.433011+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998685121536255,""env"":1.0,""circadian"":0.7,""p_stress"":0.00013147729623597115}}"
2025-11-08T06:09:02.490106+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998707175254822,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012928826618008316}}"
2025-11-08T06:09:04.531487+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998683929443359,""env"":1.0,""circadian"":0.7,""p_stress"":0.00013158076035324484}}"
2025-11-08T06:09:06.563131+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998737573623657,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012626335956156254}}"
2025-11-08T06:09:08.623729+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998734593391418,""env"":1.0,""circadian"":0.7,""p_stress"":0.0001265426690224558}}"
2025-11-08T06:09:10.714096+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998841285705566,""env"":1.0,""circadian"":0.7,""p_stress"":0.00011587319750105962}}"
2025-11-08T06:09:12.759652+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998895525932312,""env"":1.0,""circadian"":0.7,""p_stress"":0.00011045474093407393}}"
2025-11-08T06:09:14.795765+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998281002044678,""env"":1.0,""circadian"":0.7,""p_stress"":0.00017192630912177265}}"
2025-11-08T06:09:16.843159+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998093843460083,""env"":1.0,""circadian"":0.7,""p_stress"":0.00019061361672356725}}"
2025-11-08T06:09:18.899082+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997779726982117,""env"":1.0,""circadian"":0.7,""p_stress"":0.00022203051776159555}}"
2025-11-08T06:09:20.950663+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9995107650756836,""env"":1.0,""circadian"":0.7,""p_stress"":0.000489226367790252}}"
2025-11-08T06:09:22.994270+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9993693828582764,""env"":1.0,""circadian"":0.7,""p_stress"":0.0006306302384473383}}"
2025-11-08T06:09:25.040615+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9989798665046692,""env"":1.0,""circadian"":0.7,""p_stress"":0.001020134543068707}}"
2025-11-08T06:09:27.079869+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.998964786529541,""env"":1.0,""circadian"":0.7,""p_stress"":0.0010352079989388585}}"
2025-11-08T06:09:29.131056+00:00,200,"{""cav_raw"":9392,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9987141489982605,""env"":1.0,""circadian"":0.7,""p_stress"":0.001285867067053914}}"
2025-11-08T06:09:31.183007+00:00,200,"{""cav_raw"":9388,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.9981615543365479,""env"":1.0,""circadian"":0.7,""p_stress"":0.0018384512513875961}}"
2025-11-08T06:10:12.690114+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.9994997382164001,""env"":1.0,""circadian"":0.7,""p_stress"":0.0005002578254789114}}"
2025-11-08T06:12:07.051948+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9994997382164001,""env"":1.0,""circadian"":0.7,""p_stress"":0.0005002578254789114}}"
2025-11-08T06:12:09.348286+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9996108412742615,""env"":1.0,""circadian"":0.7,""p_stress"":0.0003891531378030777}}"
2025-11-08T06:12:11.380721+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9997493028640747,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002506811579223722}}"
2025-11-08T06:12:13.414827+00:00,200,"{""cav_raw"":9394,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.999133825302124,""env"":1.0,""circadian"":0.7,""p_stress"":0.0008661755127832294}}"
2025-11-08T06:12:15.439830+00:00,200,"{""cav_raw"":9395,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9992114305496216,""env"":1.0,""circadian"":0.7,""p_stress"":0.0007885986706241965}}"
2025-11-08T06:12:17.503082+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.999364972114563,""env"":1.0,""circadian"":0.7,""p_stress"":0.0006350382464006543}}"
2025-11-08T06:12:19.540385+00:00,200,"{""cav_raw"":9395,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9992712736129761,""env"":1.0,""circadian"":0.7,""p_stress"":0.0007287255139090121}}"
2025-11-08T06:12:21.589503+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.999527633190155,""env"":1.0,""circadian"":0.7,""p_stress"":0.00047237068065442145}}"
2025-11-08T06:12:23.610550+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9994065165519714,""env"":1.0,""circadian"":0.7,""p_stress"":0.0005934822256676853}}"
2025-11-08T06:12:25.850788+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9995346665382385,""env"":1.0,""circadian"":0.7,""p_stress"":0.00046534830471500754}}"
2025-11-08T06:12:27.871558+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9995287656784058,""env"":1.0,""circadian"":0.7,""p_stress"":0.00047121275565586984}}"
2025-11-08T06:12:29.939868+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9997168779373169,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002831104211509228}}"
2025-11-08T06:12:31.993094+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997656345367432,""env"":1.0,""circadian"":0.7,""p_stress"":0.00023436881019733846}}"
2025-11-08T06:12:34.034175+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997389316558838,""env"":1.0,""circadian"":0.7,""p_stress"":0.00026104546850547194}}"
2025-11-08T06:12:36.081243+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997444748878479,""env"":1.0,""circadian"":0.7,""p_stress"":0.000255514751188457}}"
2025-11-08T06:12:38.100927+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997761845588684,""env"":1.0,""circadian"":0.7,""p_stress"":0.00022380417794920504}}"
2025-11-08T06:12:40.138256+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9995080232620239,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004919517086818814}}"
2025-11-08T06:12:42.201931+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9995270371437073,""env"":1.0,""circadian"":0.7,""p_stress"":0.00047296006232500076}}"
2025-11-08T06:12:44.262841+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9996103048324585,""env"":1.0,""circadian"":0.7,""p_stress"":0.00038972412585280836}}"
2025-11-08T06:12:46.339317+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9996957182884216,""env"":1.0,""circadian"":0.7,""p_stress"":0.00030429346952587366}}"
2025-11-08T06:12:48.379647+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997072219848633,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002927603491116315}}"
2025-11-08T06:12:50.413982+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9997232556343079,""env"":1.0,""circadian"":0.7,""p_stress"":0.00027676133322529495}}"
2025-11-08T06:12:52.466088+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997485876083374,""env"":1.0,""circadian"":0.7,""p_stress"":0.00025143384118564427}}"
2025-11-08T06:12:54.526679+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997591972351074,""env"":1.0,""circadian"":0.7,""p_stress"":0.00024079548893496394}}"
2025-11-08T06:12:56.585650+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997838139533997,""env"":1.0,""circadian"":0.7,""p_stress"":0.00021618552273139358}}"
2025-11-08T06:12:58.608464+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997409582138062,""env"":1.0,""circadian"":0.7,""p_stress"":0.00025903419009409845}}"
2025-11-08T06:13:00.665782+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997414946556091,""env"":1.0,""circadian"":0.7,""p_stress"":0.000258503423538059}}"
2025-11-08T06:13:02.715690+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997484683990479,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002515572414267808}}"
2025-11-08T06:13:04.733455+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9995481371879578,""env"":1.0,""circadian"":0.7,""p_stress"":0.00045185250928625464}}"
2025-11-08T06:13:06.778984+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997726082801819,""env"":1.0,""circadian"":0.7,""p_stress"":0.00022737887047696859}}"
2025-11-08T06:13:08.836695+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997872710227966,""env"":1.0,""circadian"":0.7,""p_stress"":0.00021275041217450052}}"
2025-11-08T06:13:10.881924+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9995313286781311,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004686496395152062}}"
2025-11-08T06:13:12.943985+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9995037317276001,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004962957464158535}}"
2025-11-08T06:13:14.993156+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997895359992981,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002104775485349819}}"
2025-11-08T06:13:17.025826+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998143315315247,""env"":1.0,""circadian"":0.7,""p_stress"":0.0001856839080573991}}"
2025-11-08T06:13:19.066025+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9996002316474915,""env"":1.0,""circadian"":0.7,""p_stress"":0.00039977431879378855}}"
2025-11-08T06:13:21.101462+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997203350067139,""env"":1.0,""circadian"":0.7,""p_stress"":0.00027964121545664966}}"
2025-11-08T06:13:23.139624+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998704195022583,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012957598664797843}}"
2025-11-08T06:13:25.196985+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998685121536255,""env"":1.0,""circadian"":0.7,""p_stress"":0.00013147729623597115}}"
2025-11-08T06:13:27.260348+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998707175254822,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012928826618008316}}"
2025-11-08T06:13:29.279706+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998683929443359,""env"":1.0,""circadian"":0.7,""p_stress"":0.00013158076035324484}}"
2025-11-08T06:13:31.319592+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998737573623657,""env"":1.0,""circadian"":0.7,""p_stress"":0.00012626335956156254}}"
2025-11-08T06:13:33.371904+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9998734593391418,""env"":1.0,""circadian"":0.7,""p_stress"":0.0001265426690224558}}"
2025-11-08T06:13:35.431217+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998841285705566,""env"":1.0,""circadian"":0.7,""p_stress"":0.00011587319750105962}}"
2025-11-08T06:13:37.473696+00:00,200,"{""cav_raw"":9399,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998895525932312,""env"":1.0,""circadian"":0.7,""p_stress"":0.00011045474093407393}}"
2025-11-08T06:13:39.496927+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998281002044678,""env"":1.0,""circadian"":0.7,""p_stress"":0.00017192630912177265}}"
2025-11-08T06:13:41.549942+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9399,""state"":""restorative"",""parts"":{""bio"":0.9998093843460083,""env"":1.0,""circadian"":0.7,""p_stress"":0.00019061361672356725}}"
2025-11-08T06:13:43.595862+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9997779726982117,""env"":1.0,""circadian"":0.7,""p_stress"":0.00022203051776159555}}"
2025-11-08T06:13:45.640766+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9995107650756836,""env"":1.0,""circadian"":0.7,""p_stress"":0.000489226367790252}}"
2025-11-08T06:13:47.665364+00:00,200,"{""cav_raw"":9396,""cav_smooth"":9398,""state"":""restorative"",""parts"":{""bio"":0.9993693828582764,""env"":1.0,""circadian"":0.7,""p_stress"":0.0006306302384473383}}"
2025-11-08T06:13:49.686249+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9989798665046692,""env"":1.0,""circadian"":0.7,""p_stress"":0.001020134543068707}}"
2025-11-08T06:13:51.711523+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.998964786529541,""env"":1.0,""circadian"":0.7,""p_stress"":0.0010352079989388585}}"
2025-11-08T06:13:53.747916+00:00,200,"{""cav_raw"":9392,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9987141489982605,""env"":1.0,""circadian"":0.7,""p_stress"":0.001285867067053914}}"
2025-11-08T06:13:55.782671+00:00,200,"{""cav_raw"":9388,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.9981615543365479,""env"":1.0,""circadian"":0.7,""p_stress"":0.0018384512513875961}}"
2025-11-08T06:13:57.833209+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.9988701343536377,""env"":1.0,""circadian"":0.7,""p_stress"":0.00112986471503973}}"
2025-11-08T06:13:59.883117+00:00,200,"{""cav_raw"":9393,""cav_smooth"":9393,""state"":""restorative"",""parts"":{""bio"":0.998903214931488,""env"":1.0,""circadian"":0.7,""p_stress"":0.0010967868147417903}}"
2025-11-08T06:14:01.935128+00:00,200,"{""cav_raw"":9394,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.9990844130516052,""env"":1.0,""circadian"":0.7,""p_stress"":0.0009156160522252321}}"
2025-11-08T06:14:03.995335+00:00,200,"{""cav_raw"":9395,""cav_smooth"":9394,""state"":""restorative"",""parts"":{""bio"":0.999312698841095,""env"":1.0,""circadian"":0.7,""p_stress"":0.0006872726953588426}}"
2025-11-08T06:14:06.042996+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9995980262756348,""env"":1.0,""circadian"":0.7,""p_stress"":0.0004019515181425959}}"
2025-11-08T06:14:08.096242+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9395,""state"":""restorative"",""parts"":{""bio"":0.9996743202209473,""env"":1.0,""circadian"":0.7,""p_stress"":0.00032570926123298705}}"
2025-11-08T06:14:10.154997+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9996240139007568,""env"":1.0,""circadian"":0.7,""p_stress"":0.0003759784158319235}}"
2025-11-08T06:14:12.186906+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9997272491455078,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002727250976022333}}"
2025-11-08T06:14:14.238283+00:00,200,"{""cav_raw"":9398,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9997445940971375,""env"":1.0,""circadian"":0.7,""p_stress"":0.0002554238308221102}}"
2025-11-08T06:14:16.279951+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9996566772460938,""env"":1.0,""circadian"":0.7,""p_stress"":0.00034334315569140017}}"
2025-11-08T06:14:18.323356+00:00,200,"{""cav_raw"":9397,""cav_smooth"":9397,""state"":""restorative"",""parts"":{""bio"":0.9995443820953369,""env"":1.0,""circadian"":0.7,""p_stress"":0.00045561353908851743}}"
2025-11-08T06:14:20.353832+00:00,200,"{""cav_raw"":9395,""cav_smooth"":9396,""state"":""restorative"",""parts"":{""bio"":0.9992541074752808,""env"":1.0,""circadian"":0.7,""p_stress"":0.0007458823383785784}}"
